exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1
textCNN,0,4.901359558105469,33.49953125,32000,31973,14178,17822,0.9999294681901537,0.9999294681901537,0.9999506277331076,0.41150464877642934,0.9844971081957964,0.5364493060237162,0.5052766926072928,0.5872866155106312,textCNN_0,222.76531982421875,0.011826965026557446,1.0,0.011104229837656021,1.0
textCNN,1,4.88548469543457,32.13375,6400,6400,2330,4070,1.0,1.0,1.0,0.41278398407967154,0.9836695278969956,0.5120166032378095,0.537227727141734,0.5839860473930805,textCNN_1,184.9329833984375,0.030484680086374283,1.0,0.011751459911465645,1.0
